created_at,attack_id,aml_id,base_url,session_id
2025-11-22T13:05:53.889937,C0017,T1134,https://attack.mitre.org/campaigns/C0017/,23eb9d1e-1e15-4b96-ad3b-0f287733b057
2025-11-22T13:05:53.889937,C0017,T1071,https://attack.mitre.org/campaigns/C0017/,b3ee763c-5941-42a0-ad08-5143375ef845
2025-11-22T13:05:53.889937,C0017,T1560,https://attack.mitre.org/campaigns/C0017/,c92a3b25-47a4-436b-8b5b-48c92038ffc7
2025-11-22T13:05:53.889937,C0017,T1059,https://attack.mitre.org/campaigns/C0017/,8ffd7530-ae72-4159-8fc0-33836c190305
2025-11-22T13:05:53.889937,C0017,T1005,https://attack.mitre.org/campaigns/C0017/,e199c323-f4f1-4675-ac2b-c5e2f8e02057
2025-11-22T13:05:53.889937,C0017,T1001,https://attack.mitre.org/campaigns/C0017/,52d5e90c-6d16-4f66-9c66-abf409a3c7a5
2025-11-22T13:05:53.889937,C0017,T1074,https://attack.mitre.org/campaigns/C0017/,386a503b-fd0a-4456-968b-2cda34395e12
2025-11-22T13:05:53.889937,C0017,T1140,https://attack.mitre.org/campaigns/C0017/,96c927cb-828b-4a1e-9ef8-e712580e47cf
2025-11-22T13:05:53.889937,C0017,T1048,https://attack.mitre.org/campaigns/C0017/,77bca653-b011-4f3b-98a6-d19401189f31
2025-11-22T13:05:53.889937,C0017,T1041,https://attack.mitre.org/campaigns/C0017/,97100bef-549a-424c-98fb-66afc78796b3
2025-11-22T13:05:53.889937,C0017,T1567,https://attack.mitre.org/campaigns/C0017/,b2d153f1-980e-4be2-b493-43ec57b7ca07
2025-11-22T13:05:53.889937,C0017,T1190,https://attack.mitre.org/campaigns/C0017/,e3177008-b5c2-4e84-9ec2-c1999c968ed8
2025-11-22T13:05:53.889937,C0017,T1574,https://attack.mitre.org/campaigns/C0017/,ef19b86e-7872-4a0e-86d1-5586e4a3e5ab
2025-11-22T13:05:53.889937,C0017,T1105,https://attack.mitre.org/campaigns/C0017/,23cf23fa-4ce7-45e5-86b9-65913b8f6c7e
2025-11-22T13:05:53.889937,C0017,T1680,https://attack.mitre.org/campaigns/C0017/,197fb9ba-7742-4fed-91a0-3f7c2c019a11
2025-11-22T13:05:53.889937,C0017,T1036,https://attack.mitre.org/campaigns/C0017/,0fa73383-4ad9-48d6-9301-474ac8fd0855
2025-11-22T13:05:53.889937,C0017,T1027,https://attack.mitre.org/campaigns/C0017/,502d8451-4840-499a-9c4c-f86c3b256429
2025-11-22T13:05:53.889937,C0017,T1588,https://attack.mitre.org/campaigns/C0017/,ad8caacb-aa35-4bc2-b8b3-c6ef73a54c2f
2025-11-22T13:05:53.889937,C0017,T1003,https://attack.mitre.org/campaigns/C0017/,9344ae89-bf21-4f50-bbfc-bcf8553fc84c
2025-11-22T13:05:53.889937,C0017,T1090,https://attack.mitre.org/campaigns/C0017/,e00b5325-7552-4a23-9b49-b62fa052314f
2025-11-22T13:05:53.889937,C0017,T1053,https://attack.mitre.org/campaigns/C0017/,9c4e7283-1bdc-4b8f-8729-95b94731350b
2025-11-22T13:05:53.889937,C0017,T1505,https://attack.mitre.org/campaigns/C0017/,d23c113e-ca7e-4673-b789-fe0fdff14ee1
2025-11-22T13:05:53.889937,C0017,T1016,https://attack.mitre.org/campaigns/C0017/,105c4779-e472-49cf-9031-2e4bf784e34e
2025-11-22T13:05:53.889937,C0017,T1033,https://attack.mitre.org/campaigns/C0017/,c16d1bcb-3870-4b98-93b2-7b88c8d93c52
2025-11-22T13:05:53.889937,C0017,T1102,https://attack.mitre.org/campaigns/C0017/,dc624108-0957-43fb-af4d-a154de1cb696
2025-11-22T15:40:25.227576,C0029,T1595,https://attack.mitre.org/campaigns/C0029/,b35e3078-d938-417a-bc3b-7416eba7341a
2025-11-22T15:40:25.227576,C0029,T1071,https://attack.mitre.org/campaigns/C0029/,882a808d-097a-4456-8f57-1beb78758954
2025-11-22T15:40:25.227576,C0029,T1560,https://attack.mitre.org/campaigns/C0029/,32fae875-b136-40c3-a9da-6c8d8b16671f
2025-11-22T15:40:25.227576,C0029,T1059,https://attack.mitre.org/campaigns/C0029/,5f00d19b-db20-482e-99f4-57b48bd1ad7f
2025-11-22T15:40:25.227576,C0029,T1554,https://attack.mitre.org/campaigns/C0029/,d5262239-714a-47f2-bd57-7c397e02492c
2025-11-22T15:40:25.227576,C0029,T1584,https://attack.mitre.org/campaigns/C0029/,cc9dac08-15dc-4061-868f-94f3225a9986
2025-11-22T15:40:25.227576,C0029,T1005,https://attack.mitre.org/campaigns/C0029/,29817215-605f-4a46-be6f-dcb7479dc000
2025-11-22T15:40:25.227576,C0029,T1190,https://attack.mitre.org/campaigns/C0029/,0b3d00d3-5840-4a9b-912c-b71ee7a9fc63
2025-11-22T15:40:25.227576,C0029,T1562,https://attack.mitre.org/campaigns/C0029/,b61682e3-5ec6-4deb-baf3-768ed92f8383
2025-11-22T15:40:25.227576,C0029,T1070,https://attack.mitre.org/campaigns/C0029/,0d535e83-283e-4475-8d33-321001c01dfa
2025-11-22T15:40:25.227576,C0029,T1105,https://attack.mitre.org/campaigns/C0029/,5f3b2ee6-2754-4a11-96a8-dd87730aabe7
2025-11-22T15:40:25.227576,C0029,T1056,https://attack.mitre.org/campaigns/C0029/,9acf6f8e-2477-4689-9e02-b252edb38eed
2025-11-22T15:40:25.227576,C0029,T1095,https://attack.mitre.org/campaigns/C0029/,64f9bcea-40e7-4ad2-a1e8-d467399f92d3
2025-11-22T15:40:25.227576,C0029,T1027,https://attack.mitre.org/campaigns/C0029/,f9d20182-a783-4d44-ba78-12d438a8a91a
2025-11-22T15:40:25.227576,C0029,T1588,https://attack.mitre.org/campaigns/C0029/,c1b4db6f-dcdf-401b-9b12-860db703663d
2025-11-22T15:40:25.227576,C0029,T1003,https://attack.mitre.org/campaigns/C0029/,407363d0-898f-4f0e-91eb-4d9cc5c03f42
2025-11-22T15:40:25.227576,C0029,T1055,https://attack.mitre.org/campaigns/C0029/,d0cb6b19-c535-40fb-a4dc-50e01be9193e
2025-11-22T15:40:25.227576,C0029,T1572,https://attack.mitre.org/campaigns/C0029/,d54f951a-e24f-438a-a7a8-be4f1baa4e62
2025-11-22T15:40:25.227576,C0029,T1021,https://attack.mitre.org/campaigns/C0029/,0be8ef41-c2c9-4753-8c48-8af678d7c157
2025-11-22T15:40:25.227576,C0029,T1594,https://attack.mitre.org/campaigns/C0029/,286608f3-0e46-4a68-ad87-c49114d47df9
2025-11-22T15:40:25.227576,C0029,T1505,https://attack.mitre.org/campaigns/C0029/,82fd8d1c-e3cd-4136-b41a-fea5e65383b6
2025-11-22T15:40:25.227576,C0029,T1082,https://attack.mitre.org/campaigns/C0029/,3daf23d2-3d01-400f-a8bc-0fc6d34ac215
2025-11-22T15:40:25.227576,C0029,T1205,https://attack.mitre.org/campaigns/C0029/,a8870ba5-e186-430b-9252-45ae027f662e
2025-11-22T15:40:25.227576,C0029,T1078,https://attack.mitre.org/campaigns/C0029/,160ab74c-4ef7-459a-afc6-2248d16770dc
